Distance_(pixels),Gray_Value,X_Fit:_Gaussian,Fit:_Gaussian
116,50.293,69.321,47.810
117,51.130,69.919,48.082
118,52.337,70.517,48.354
119,53.149,71.114,48.627
120,52.251,71.712,48.899
121,57.975,72.309,49.172
122,55.155,72.907,49.445
123,62.496,73.505,49.718
124,62.104,74.102,49.991
125,60.307,74.700,50.264
126,63.863,75.297,50.537
127,58.866,75.895,50.810
128,62.158,76.492,51.084
129,64.216,77.090,51.357
130,74.458,77.688,51.631
131,73.366,78.285,51.904
132,66.321,78.883,52.178
133,74.498,79.480,52.452
134,79.675,80.078,52.726
135,82.589,80.676,53.000
136,77.996,81.273,53.274
137,63.878,81.871,53.548
138,63.603,82.468,53.822
139,68.410,83.066,54.096
140,76.007,83.664,54.371
141,76.106,84.261,54.645
142,79.592,84.859,54.919
143,77.228,85.456,55.193
144,83.242,86.054,55.468
145,94.379,86.652,55.742
146,90.285,87.249,56.017
147,79.992,87.847,56.291
148,83.333,88.444,56.566
149,94.816,89.042,56.840
150,83.239,89.640,57.115
151,104.650,90.237,57.389
152,85.537,90.835,57.664
153,81.778,91.432,57.938
154,86.744,92.030,58.213
155,85.444,92.628,58.487
156,82.966,93.225,58.762
157,100.521,93.823,59.036
158,96.813,94.420,59.311
159,92.522,95.018,59.585
160,79.910,95.616,59.859
161,87.573,96.213,60.134
162,84.471,96.811,60.408
163,84.525,97.408,60.682
164,85.131,98.006,60.956
165,84.362,98.604,61.231
166,105.656,99.201,61.505
167,127.219,99.799,61.779
168,117.272,100.396,62.053
169,113.984,100.994,62.327
170,97.166,101.592,62.600
171,97.317,102.189,62.874
172,104.838,102.787,63.148
173,109.238,103.384,63.421
174,95.182,103.982,63.695
175,104.493,104.580,63.968
176,94.968,105.177,64.242
177,103.331,105.775,64.515
178,110.340,106.372,64.788
179,101.270,106.970,65.061
180,114.186,107.568,65.334
181,139.649,108.165,65.606
182,133.643,108.763,65.879
183,133.688,109.360,66.152
184,130.855,109.958,66.424
185,133.828,110.556,66.696
186,97.914,111.153,66.968
187,103.116,111.751,67.240
188,128.052,112.348,67.512
189,133.316,112.946,67.783
190,128.906,113.544,68.055
191,121.620,114.141,68.326
192,94.122,114.739,68.597
193,109.831,115.336,68.868
194,134.101,115.934,69.139
195,115.522,116.532,69.410
196,120.802,117.129,69.680
197,124.612,117.727,69.950
198,137.485,118.324,70.220
199,138.889,118.922,70.490
200,111.648,119.520,70.760
201,105.540,120.117,71.029
202,114.880,120.715,71.299
203,116.476,121.312,71.568
204,124.974,121.910,71.836
205,105.080,122.508,72.105
206,136.046,123.105,72.373
207,107.297,123.703,72.641
208,107.939,124.300,72.909
209,119.452,124.898,73.177
210,111.681,125.495,73.444
211,131.070,126.093,73.711
212,123.364,126.691,73.978
213,115.875,127.288,74.245
214,138.602,127.886,74.511
215,112.182,128.483,74.777
216,121.808,129.081,75.043
217,85.550,129.679,75.309
218,81.951,130.276,75.574
219,101.332,130.874,75.839
220,108.393,131.471,76.103
221,81.493,132.069,76.368
222,88.312,132.667,76.632
223,109.482,133.264,76.895
224,124.365,133.862,77.159
225,125.026,134.459,77.422
226,119.486,135.057,77.685
227,77.013,135.655,77.947
228,76.652,136.252,78.209
229,110.796,136.850,78.471
230,136.042,137.447,78.733
231,77.915,138.045,78.994
232,86.921,138.643,79.255
233,85.404,139.240,79.515
234,117.700,139.838,79.775
235,110.679,140.435,80.035
236,70.311,141.033,80.294
237,104.798,141.631,80.553
238,132.090,142.228,80.812
239,136.014,142.826,81.070
240,122.680,143.423,81.328
241,115.445,144.021,81.586
242,127.460,144.619,81.843
243,128.714,145.216,82.099
244,105.205,145.814,82.356
245,131.594,146.411,82.611
246,121.474,147.009,82.867
247,133.177,147.607,83.122
248,104.687,148.204,83.377
249,88.630,148.802,83.631
250,114.510,149.399,83.885
251,123.737,149.997,84.138
252,142.957,150.595,84.391
253,159.171,151.192,84.643
254,145.837,151.790,84.895
255,101.043,152.387,85.147
256,101.329,152.985,85.398
257,84.276,153.583,85.649
258,106.053,154.180,85.899
259,118.889,154.778,86.148
260,126.580,155.375,86.398
261,163.459,155.973,86.646
262,108.657,156.571,86.895
263,80.843,157.168,87.143
264,72.615,157.766,87.390
265,93.849,158.363,87.637
266,143.560,158.961,87.883
267,129.318,159.559,88.129
268,96.971,160.156,88.374
269,76.144,160.754,88.619
270,112.291,161.351,88.863
271,132.472,161.949,89.107
272,95.001,162.547,89.350
273,75.319,163.144,89.593
274,73.330,163.742,89.835
275,90.780,164.339,90.076
276,95.039,164.937,90.317
277,106.104,165.535,90.558
278,110.506,166.132,90.798
279,137.466,166.730,91.037
280,127.422,167.327,91.276
281,136.093,167.925,91.514
282,149.377,168.523,91.752
283,146.453,169.120,91.989
284,96.325,169.718,92.225
285,127.315,170.315,92.461
286,87.448,170.913,92.697
287,98.747,171.511,92.931
288,99.054,172.108,93.166
289,110.425,172.706,93.399
290,124.505,173.303,93.632
291,152.336,173.901,93.864
292,121.530,174.499,94.096
293,140.103,175.096,94.327
294,108.256,175.694,94.557
295,96.377,176.291,94.787
296,68.607,176.889,95.016
297,96.317,177.486,95.245
298,133.880,178.084,95.473
299,130.747,178.682,95.700
300,141.388,179.279,95.927
301,83.554,179.877,96.153
302,95.268,180.474,96.378
303,132.953,181.072,96.602
304,122.246,181.670,96.826
305,84.987,182.267,97.050
306,73.449,182.865,97.272
307,79.774,183.462,97.494
308,107.593,184.060,97.715
309,90.128,184.658,97.936
310,90.802,185.255,98.155
311,95.754,185.853,98.375
312,107.890,186.450,98.593
313,87.188,187.048,98.811
314,94.893,187.646,99.028
315,98.797,188.243,99.244
316,161.537,188.841,99.459
317,141.224,189.438,99.674
318,160.252,190.036,99.888
319,126.761,190.634,100.102
320,86.893,191.231,100.314
321,80.426,191.829,100.526
322,137.892,192.426,100.737
323,134.491,193.024,100.947
324,86.086,193.622,101.157
325,58.546,194.219,101.366
326,67.267,194.817,101.574
327,119.137,195.414,101.781
328,148.134,196.012,101.988
329,152.596,196.610,102.194
330,123.947,197.207,102.399
331,115.436,197.805,102.603
332,126.779,198.402,102.806
333,136.849,199.000,103.009
334,114.652,199.598,103.211
335,83.950,200.195,103.412
336,81.931,200.793,103.612
337,108.004,201.390,103.811
338,120.512,201.988,104.010
339,131.713,202.586,104.207
340,135.279,203.183,104.404
341,147.960,203.781,104.600
342,150.819,204.378,104.796
343,133.374,204.976,104.990
344,108.735,205.574,105.184
345,134.673,206.171,105.377
346,164.033,206.769,105.569
347,110.879,207.366,105.760
348,96.389,207.964,105.950
349,129.763,208.562,106.139
350,159.265,209.159,106.328
351,119.043,209.757,106.515
352,143.900,210.354,106.702
353,149.508,210.952,106.888
354,160.268,211.550,107.073
355,136.169,212.147,107.257
356,72.043,212.745,107.440
357,86.684,213.342,107.623
358,109.048,213.940,107.804
359,97.195,214.538,107.985
360,89.610,215.135,108.165
361,166.130,215.733,108.343
362,167.141,216.330,108.521
363,166.354,216.928,108.698
364,114.144,217.526,108.874
365,119.495,218.123,109.050
366,93.251,218.721,109.224
367,122.260,219.318,109.397
368,119.478,219.916,109.569
369,108.560,220.514,109.741
370,118.645,221.111,109.911
371,86.155,221.709,110.081
372,102.676,222.306,110.250
373,93.084,222.904,110.417
374,77.824,223.501,110.584
375,102.281,224.099,110.750
376,118.433,224.697,110.915
377,116.212,225.294,111.079
378,180.472,225.892,111.241
379,101.048,226.489,111.403
380,118.003,227.087,111.564
381,131.312,227.685,111.724
382,107.587,228.282,111.883
383,109.391,228.880,112.041
384,106.160,229.477,112.199
385,148.388,230.075,112.355
386,149.386,230.673,112.510
387,137.308,231.270,112.664
388,71.860,231.868,112.817
389,97.787,232.465,112.969
390,85.212,233.063,113.120
391,75.565,233.661,113.270
392,84.104,234.258,113.419
393,139.332,234.856,113.567
394,123.101,235.453,113.714
395,79.111,236.051,113.861
396,72.905,236.649,114.006
397,98.281,237.246,114.150
398,89.444,237.844,114.293
399,103.100,238.441,114.434
400,114.516,239.039,114.575
401,88.617,239.637,114.715
402,90.550,240.234,114.854
403,88.602,240.832,114.992
404,105.715,241.429,115.129
405,117.049,242.027,115.264
406,137.313,242.625,115.399
407,122.896,243.222,115.533
408,117.222,243.820,115.665
409,117.497,244.417,115.797
410,134.742,245.015,115.927
411,138.387,245.613,116.057
412,131.642,246.210,116.185
413,129.527,246.808,116.312
414,108.766,247.405,116.438
415,125.787,248.003,116.563
416,114.303,248.601,116.687
417,137.884,249.198,116.810
418,112.830,249.796,116.932
419,116.218,250.393,117.053
420,128.133,250.991,117.172
421,125.025,251.589,117.291
422,128.431,252.186,117.409
423,131.712,252.784,117.525
424,123.073,253.381,117.640
425,116.570,253.979,117.754
426,109.872,254.577,117.868
427,109.139,255.174,117.979
428,121.061,255.772,118.090
429,124.496,256.369,118.200
430,126.637,256.967,118.309
431,142.994,257.565,118.416
432,140.306,258.162,118.523
433,124.037,258.760,118.628
434,128.982,259.357,118.732
435,126.238,259.955,118.835
436,114.619,260.553,118.937
437,118.088,261.150,119.038
438,121.502,261.748,119.138
439,124.392,262.345,119.236
440,126.355,262.943,119.334
441,120.057,263.541,119.430
442,124.464,264.138,119.525
443,105.940,264.736,119.619
444,99.465,265.333,119.712
445,111.979,265.931,119.803
446,105.551,266.529,119.894
447,105.166,267.126,119.983
448,112.990,267.724,120.072
449,115.664,268.321,120.159
450,123.909,268.919,120.245
451,130.762,269.517,120.329
452,126.309,270.114,120.413
453,118.857,270.712,120.496
454,107.478,271.309,120.577
455,95.242,271.907,120.657
456,97.689,272.505,120.736
457,88.313,273.102,120.814
458,99.115,273.700,120.890
459,92.543,274.297,120.966
460,95.894,274.895,121.040
461,107.768,275.492,121.113
462,122.928,276.090,121.185
463,117.022,276.688,121.256
464,117.713,277.285,121.326
465,111.505,277.883,121.394
466,106.016,278.480,121.461
467,89.859,279.078,121.527
468,95.943,279.676,121.592
469,100.752,280.273,121.656
470,91.436,280.871,121.718
471,88.360,281.468,121.780
472,94.352,282.066,121.840
473,82.481,282.664,121.899
474,87.096,283.261,121.956
475,90.106,283.859,122.013
476,80.184,284.456,122.068
477,78.740,285.054,122.122
478,90.253,285.652,122.175
479,87.716,286.249,122.227
480,78.526,286.847,122.277
481,88.924,287.444,122.327
482,78.406,288.042,122.375
483,70.362,288.640,122.422
484,70.169,289.237,122.468
485,68.939,289.835,122.512
486,74.585,290.432,122.555
487,75.970,291.030,122.597
488,80.356,291.628,122.638
489,90.790,292.225,122.678
490,79.728,292.823,122.717
491,64.728,293.420,122.754
492,62.744,294.018,122.790
493,60.573,294.616,122.825
494,67.500,295.213,122.858
495,69.979,295.811,122.891
496,68.420,296.408,122.922
497,58.507,297.006,122.952
498,59.651,297.604,122.981
499,55.042,298.201,123.008
500,55.205,298.799,123.035
501,58.495,299.396,123.060
502,75.280,299.994,123.084
503,62.136,300.592,123.106
504,61.450,301.189,123.128
505,71.717,301.787,123.148
506,71.992,302.384,123.167
507,57.721,302.982,123.185
508,53.289,303.580,123.201
509,53.795,304.177,123.217
510,56.865,304.775,123.231
511,52.976,305.372,123.244
512,55.659,305.970,123.256
513,54.325,306.568,123.266
514,53.125,307.165,123.275
515,58.530,307.763,123.283
516,58.679,308.360,123.290
517,56.447,308.958,123.296
518,50.430,309.556,123.300
519,50.749,310.153,123.303
520,49.350,310.751,123.305
521,53.258,311.348,123.306
522,54.430,311.946,123.305
523,51.382,312.544,123.304
524,46.943,313.141,123.301
525,46.344,313.739,123.296
526,48.718,314.336,123.291
527,50.765,314.934,123.284
528,52.129,315.532,123.276
529,51.953,316.129,123.267
530,47.841,316.727,123.257
531,44.255,317.324,123.245
532,45.396,317.922,123.233
533,45.944,318.520,123.219
534,43.978,319.117,123.203
535,46.151,319.715,123.187
536,44.838,320.312,123.169
537,43.720,320.910,123.150
538,46.305,321.508,123.130
539,48.278,322.105,123.109
540,48.083,322.703,123.087
541,45.751,323.300,123.063
542,44.349,323.898,123.038
543,43.534,324.495,123.012
544,42.247,325.093,122.984
545,41.412,325.691,122.956
546,40.553,326.288,122.926
547,40.063,326.886,122.895
548,37.168,327.483,122.862
549,36.058,328.081,122.829
550,37.598,328.679,122.794
551,36.750,329.276,122.758
552,36.963,329.874,122.721
553,39.185,330.471,122.683
554,40.702,331.069,122.643
555,41.773,331.667,122.603
556,40.762,332.264,122.561
557,40.333,332.862,122.518
558,39.652,333.459,122.473
559,38.979,334.057,122.428
560,38.661,334.655,122.381
561,38.297,335.252,122.333
562,36.204,335.850,122.284
563,37.173,336.447,122.233
564,36.900,337.045,122.182
565,38.068,337.643,122.129
566,37.108,338.240,122.075
567,36.667,338.838,122.020
568,39.275,339.435,121.963
569,37.708,340.033,121.906
570,36.083,340.631,121.847
571,36.632,341.228,121.787
572,35.391,341.826,121.726
573,35.856,342.423,121.664
574,37.420,343.021,121.600
575,35.276,343.619,121.535
576,35.139,344.216,121.470
577,36.040,344.814,121.403
578,35.851,345.411,121.334
579,35.020,346.009,121.265
580,34.290,346.607,121.194
581,34.388,347.204,121.122
582,34.973,347.802,121.049
583,34.912,348.399,120.975
584,35.684,348.997,120.900
585,36.069,349.595,120.824
586,35.296,350.192,120.746
587,34.273,350.790,120.667
588,33.297,351.387,120.587
589,33.623,351.985,120.506
590,29.975,352.583,120.424
591,31.146,353.180,120.340
592,34.058,353.778,120.255
593,38.520,354.375,120.170
594,32.522,354.973,120.083
595,33.493,355.571,119.995
596,33.592,356.168,119.905
597,29.333,356.766,119.815
"","",357.363,119.723
"","",357.961,119.631
"","",358.559,119.537
"","",359.156,119.442
"","",359.754,119.346
"","",360.351,119.249
"","",360.949,119.150
"","",361.547,119.051
"","",362.144,118.950
"","",362.742,118.848
"","",363.339,118.745
"","",363.937,118.641
"","",364.535,118.536
"","",365.132,118.430
"","",365.730,118.322
"","",366.327,118.214
"","",366.925,118.104
"","",367.523,117.994
"","",368.120,117.882
"","",368.718,117.769
"","",369.315,117.655
"","",369.913,117.540
"","",370.510,117.423
"","",371.108,117.306
"","",371.706,117.188
"","",372.303,117.068
"","",372.901,116.947
"","",373.499,116.826
"","",374.096,116.703
"","",374.694,116.579
"","",375.291,116.454
"","",375.889,116.328
"","",376.486,116.201
"","",377.084,116.073
"","",377.682,115.944
"","",378.279,115.813
"","",378.877,115.682
"","",379.474,115.549
"","",380.072,115.416
"","",380.670,115.281
"","",381.267,115.146
"","",381.865,115.009
"","",382.462,114.872
"","",383.060,114.733
"","",383.658,114.593
"","",384.255,114.452
"","",384.853,114.310
"","",385.450,114.168
"","",386.048,114.024
"","",386.646,113.879
"","",387.243,113.733
"","",387.841,113.586
"","",388.438,113.438
"","",389.036,113.289
"","",389.634,113.139
"","",390.231,112.988
"","",390.829,112.836
"","",391.426,112.683
"","",392.024,112.529
"","",392.622,112.374
"","",393.219,112.218
"","",393.817,112.061
"","",394.414,111.903
"","",395.012,111.744
"","",395.610,111.585
"","",396.207,111.424
"","",396.805,111.262
"","",397.402,111.099
"","",398.000,110.935
"","",398.598,110.771
"","",399.195,110.605
"","",399.793,110.438
"","",400.390,110.271
"","",400.988,110.102
"","",401.586,109.933
"","",402.183,109.762
"","",402.781,109.591
"","",403.378,109.419
"","",403.976,109.246
"","",404.574,109.072
"","",405.171,108.897
"","",405.769,108.721
"","",406.366,108.544
"","",406.964,108.366
"","",407.562,108.187
"","",408.159,108.008
"","",408.757,107.827
"","",409.354,107.646
"","",409.952,107.464
"","",410.550,107.280
"","",411.147,107.096
"","",411.745,106.911
"","",412.342,106.726
"","",412.940,106.539
"","",413.538,106.351
"","",414.135,106.163
"","",414.733,105.974
"","",415.330,105.784
"","",415.928,105.593
"","",416.526,105.401
"","",417.123,105.208
"","",417.721,105.015
"","",418.318,104.820
"","",418.916,104.625
"","",419.514,104.429
"","",420.111,104.232
"","",420.709,104.035
"","",421.306,103.836
"","",421.904,103.637
"","",422.501,103.437
"","",423.099,103.236
"","",423.697,103.034
"","",424.294,102.832
"","",424.892,102.628
"","",425.490,102.424
"","",426.087,102.219
"","",426.685,102.014
"","",427.282,101.807
"","",427.880,101.600
"","",428.477,101.392
"","",429.075,101.183
"","",429.673,100.974
"","",430.270,100.764
"","",430.868,100.553
"","",431.465,100.341
"","",432.063,100.128
"","",432.661,99.915
"","",433.258,99.701
"","",433.856,99.486
"","",434.453,99.271
"","",435.051,99.055
"","",435.649,98.838
"","",436.246,98.620
"","",436.844,98.402
"","",437.441,98.183
"","",438.039,97.963
"","",438.637,97.743
"","",439.234,97.522
"","",439.832,97.300
"","",440.429,97.078
"","",441.027,96.854
"","",441.625,96.631
"","",442.222,96.406
"","",442.820,96.181
"","",443.417,95.955
"","",444.015,95.729
"","",444.613,95.502
"","",445.210,95.274
"","",445.808,95.045
"","",446.405,94.816
"","",447.003,94.586
"","",447.601,94.356
"","",448.198,94.125
"","",448.796,93.894
"","",449.393,93.661
"","",449.991,93.428
"","",450.589,93.195
"","",451.186,92.961
"","",451.784,92.726
"","",452.381,92.491
"","",452.979,92.255
"","",453.577,92.019
"","",454.174,91.782
"","",454.772,91.544
"","",455.369,91.306
"","",455.967,91.067
"","",456.565,90.828
"","",457.162,90.588
"","",457.760,90.348
"","",458.357,90.107
"","",458.955,89.865
"","",459.553,89.623
"","",460.150,89.381
"","",460.748,89.138
"","",461.345,88.894
"","",461.943,88.650
"","",462.541,88.405
"","",463.138,88.160
"","",463.736,87.914
"","",464.333,87.668
"","",464.931,87.421
"","",465.529,87.174
"","",466.126,86.926
"","",466.724,86.678
"","",467.321,86.429
"","",467.919,86.180
"","",468.517,85.930
"","",469.114,85.680
"","",469.712,85.430
"","",470.309,85.179
"","",470.907,84.927
"","",471.505,84.675
"","",472.102,84.423
"","",472.700,84.170
"","",473.297,83.917
"","",473.895,83.663
"","",474.492,83.409
"","",475.090,83.154
"","",475.688,82.899
"","",476.285,82.644
"","",476.883,82.388
"","",477.480,82.132
"","",478.078,81.875
"","",478.676,81.618
"","",479.273,81.361
"","",479.871,81.103
"","",480.468,80.845
"","",481.066,80.586
"","",481.664,80.327
"","",482.261,80.068
"","",482.859,79.808
"","",483.456,79.548
"","",484.054,79.288
"","",484.652,79.027
"","",485.249,78.766
"","",485.847,78.504
"","",486.444,78.243
"","",487.042,77.980
"","",487.640,77.718
"","",488.237,77.455
"","",488.835,77.192
"","",489.432,76.929
"","",490.030,76.665
"","",490.628,76.401
"","",491.225,76.137
"","",491.823,75.872
"","",492.420,75.607
"","",493.018,75.342
"","",493.616,75.077
"","",494.213,74.811
"","",494.811,74.545
"","",495.408,74.278
"","",496.006,74.012
"","",496.604,73.745
"","",497.201,73.478
"","",497.799,73.211
"","",498.396,72.943
"","",498.994,72.675
"","",499.592,72.407
"","",500.189,72.139
"","",500.787,71.870
"","",501.384,71.602
"","",501.982,71.333
"","",502.580,71.063
"","",503.177,70.794
"","",503.775,70.524
"","",504.372,70.255
"","",504.970,69.985
"","",505.568,69.714
"","",506.165,69.444
"","",506.763,69.173
"","",507.360,68.903
"","",507.958,68.632
"","",508.556,68.360
"","",509.153,68.089
"","",509.751,67.818
"","",510.348,67.546
"","",510.946,67.274
"","",511.544,67.002
"","",512.141,66.730
"","",512.739,66.458
"","",513.336,66.186
"","",513.934,65.913
"","",514.532,65.641
"","",515.129,65.368
"","",515.727,65.095
"","",516.324,64.822
"","",516.922,64.549
"","",517.520,64.276
"","",518.117,64.003
"","",518.715,63.729
"","",519.312,63.456
"","",519.910,63.182
"","",520.508,62.909
"","",521.105,62.635
"","",521.703,62.361
"","",522.300,62.087
"","",522.898,61.813
"","",523.495,61.539
"","",524.093,61.265
"","",524.691,60.991
"","",525.288,60.717
"","",525.886,60.443
"","",526.483,60.168
"","",527.081,59.894
"","",527.679,59.620
"","",528.276,59.345
"","",528.874,59.071
"","",529.471,58.796
"","",530.069,58.522
"","",530.667,58.247
"","",531.264,57.973
"","",531.862,57.698
"","",532.459,57.424
"","",533.057,57.149
"","",533.655,56.875
"","",534.252,56.600
"","",534.850,56.326
"","",535.447,56.051
"","",536.045,55.777
"","",536.643,55.503
"","",537.240,55.228
"","",537.838,54.954
"","",538.435,54.679
"","",539.033,54.405
"","",539.631,54.131
"","",540.228,53.857
"","",540.826,53.583
"","",541.423,53.308
"","",542.021,53.034
"","",542.619,52.760
"","",543.216,52.487
"","",543.814,52.213
"","",544.411,51.939
"","",545.009,51.665
"","",545.607,51.392
"","",546.204,51.118
"","",546.802,50.845
"","",547.399,50.571
"","",547.997,50.298
"","",548.595,50.025
"","",549.192,49.752
"","",549.790,49.479
"","",550.387,49.206
"","",550.985,48.934
"","",551.583,48.661
"","",552.180,48.389
"","",552.778,48.116
"","",553.375,47.844
"","",553.973,47.572
"","",554.571,47.300
"","",555.168,47.028
"","",555.766,46.757
"","",556.363,46.485
"","",556.961,46.214
"","",557.559,45.943
"","",558.156,45.672
"","",558.754,45.401
"","",559.351,45.130
"","",559.949,44.859
"","",560.547,44.589
"","",561.144,44.319
"","",561.742,44.049
"","",562.339,43.779
"","",562.937,43.509
"","",563.535,43.240
"","",564.132,42.971
"","",564.730,42.702
"","",565.327,42.433
"","",565.925,42.164
"","",566.523,41.896
"","",567.120,41.627
"","",567.718,41.359
"","",568.315,41.092
"","",568.913,40.824
"","",569.510,40.557
"","",570.108,40.289
"","",570.706,40.022
"","",571.303,39.756
"","",571.901,39.489
"","",572.498,39.223
"","",573.096,38.957
"","",573.694,38.691
"","",574.291,38.426
"","",574.889,38.161
"","",575.487,37.896
"","",576.084,37.631
"","",576.682,37.366
"","",577.279,37.102
"","",577.877,36.838
"","",578.474,36.575
"","",579.072,36.311
"","",579.670,36.048
"","",580.267,35.785
"","",580.865,35.523
"","",581.462,35.260
"","",582.060,34.998
"","",582.658,34.737
"","",583.255,34.475
"","",583.853,34.214
"","",584.450,33.953
"","",585.048,33.693
"","",585.646,33.432
"","",586.243,33.172
"","",586.841,32.913
"","",587.438,32.654
"","",588.036,32.395
"","",588.634,32.136
"","",589.231,31.878
"","",589.829,31.619
"","",590.426,31.362
"","",591.024,31.104
"","",591.622,30.847
"","",592.219,30.591
"","",592.817,30.334
"","",593.414,30.078
"","",594.012,29.822
"","",594.610,29.567
"","",595.207,29.312
"","",595.805,29.057
"","",596.402,28.803
"","",597.000,28.549
