Distance_(pixels),Gray_Value,X_Fit:_Gaussian,Fit:_Gaussian
478,86.695,285.652,122.733
479,87.975,286.249,122.750
480,84.370,286.847,122.766
481,94.709,287.444,122.781
482,88.824,288.042,122.795
483,73.663,288.640,122.809
484,75.238,289.237,122.822
485,71.045,289.835,122.834
486,86.385,290.432,122.845
487,82.594,291.030,122.855
488,84.279,291.628,122.864
489,90.484,292.225,122.873
490,82.523,292.823,122.881
491,72.551,293.420,122.888
492,65.980,294.018,122.894
493,65.146,294.616,122.899
494,75.235,295.213,122.904
495,88.823,295.811,122.907
496,72.733,296.408,122.910
497,68.504,297.006,122.912
498,66.852,297.604,122.913
499,59.342,298.201,122.914
500,58.311,298.799,122.913
501,61.046,299.396,122.912
502,78.593,299.994,122.910
503,64.102,300.592,122.907
504,64.273,301.189,122.903
505,78.183,301.787,122.898
506,72.314,302.384,122.893
507,59.699,302.982,122.886
508,59.673,303.580,122.879
509,61.648,304.177,122.871
510,65.155,304.775,122.862
511,63.048,305.372,122.853
512,64.032,305.970,122.842
513,60.556,306.568,122.831
514,55.875,307.165,122.819
515,61.367,307.763,122.806
516,65.806,308.360,122.792
517,58.675,308.958,122.778
518,54.531,309.556,122.762
519,55.928,310.153,122.746
520,53.494,310.751,122.729
521,54.615,311.348,122.711
522,55.439,311.946,122.692
523,54.314,312.544,122.673
524,49.464,313.141,122.652
525,50.032,313.739,122.631
526,51.370,314.336,122.609
527,55.066,314.934,122.586
528,54.575,315.532,122.562
529,53.398,316.129,122.538
530,52.742,316.727,122.513
531,47.635,317.324,122.486
532,49.046,317.922,122.459
533,50.302,318.520,122.431
534,47.644,319.117,122.403
535,47.555,319.715,122.373
536,44.936,320.312,122.343
537,41.264,320.910,122.312
538,52.265,321.508,122.280
539,51.522,322.105,122.247
540,48.354,322.703,122.213
541,46.413,323.300,122.179
542,50.005,323.898,122.143
543,43.844,324.495,122.107
544,42.733,325.093,122.070
545,42.977,325.691,122.033
546,41.575,326.288,121.994
547,40.098,326.886,121.954
548,40.909,327.483,121.914
549,39.348,328.081,121.873
550,39.578,328.679,121.831
551,40.118,329.276,121.788
552,42.427,329.874,121.745
553,43.933,330.471,121.700
554,42.651,331.069,121.655
555,41.417,331.667,121.609
556,41.917,332.264,121.562
557,40.922,332.862,121.514
558,39.930,333.459,121.466
559,41.393,334.057,121.416
560,43.696,334.655,121.366
561,40.138,335.252,121.315
562,35.793,335.850,121.263
563,36.206,336.447,121.211
564,37.733,337.045,121.157
565,40.198,337.643,121.103
566,38.949,338.240,121.047
567,37.013,338.838,120.991
568,38.307,339.435,120.935
569,38.567,340.033,120.877
570,37.030,340.631,120.818
571,37.003,341.228,120.759
572,37.703,341.826,120.699
573,38.268,342.423,120.638
574,38.519,343.021,120.576
575,37.088,343.619,120.514
576,37.387,344.216,120.450
577,36.694,344.814,120.386
578,36.142,345.411,120.321
579,36.231,346.009,120.255
580,37.390,346.607,120.188
581,37.630,347.204,120.120
582,36.026,347.802,120.052
583,36.527,348.399,119.983
584,36.667,348.997,119.913
585,36.805,349.595,119.842
586,36.381,350.192,119.770
587,35.962,350.790,119.698
588,35.172,351.387,119.624
589,35.383,351.985,119.550
590,35.678,352.583,119.475
591,34.288,353.180,119.399
592,32.678,353.778,119.322
593,34.067,354.375,119.245
594,33.520,354.973,119.167
595,35.195,355.571,119.088
596,32.774,356.168,119.008
597,31.333,356.766,118.927
"","",357.363,118.845
"","",357.961,118.763
"","",358.559,118.679
"","",359.156,118.595
"","",359.754,118.510
"","",360.351,118.425
"","",360.949,118.338
"","",361.547,118.251
"","",362.144,118.162
"","",362.742,118.073
"","",363.339,117.983
"","",363.937,117.893
"","",364.535,117.801
"","",365.132,117.709
"","",365.730,117.616
"","",366.327,117.522
"","",366.925,117.427
"","",367.523,117.331
"","",368.120,117.235
"","",368.718,117.138
"","",369.315,117.039
"","",369.913,116.940
"","",370.510,116.841
"","",371.108,116.740
"","",371.706,116.639
"","",372.303,116.537
"","",372.901,116.433
"","",373.499,116.330
"","",374.096,116.225
"","",374.694,116.119
"","",375.291,116.013
"","",375.889,115.906
"","",376.486,115.798
"","",377.084,115.689
"","",377.682,115.579
"","",378.279,115.469
"","",378.877,115.358
"","",379.474,115.246
"","",380.072,115.133
"","",380.670,115.019
"","",381.267,114.904
"","",381.865,114.789
"","",382.462,114.673
"","",383.060,114.556
"","",383.658,114.438
"","",384.255,114.319
"","",384.853,114.200
"","",385.450,114.079
"","",386.048,113.958
"","",386.646,113.836
"","",387.243,113.714
"","",387.841,113.590
"","",388.438,113.466
"","",389.036,113.340
"","",389.634,113.214
"","",390.231,113.087
"","",390.829,112.960
"","",391.426,112.831
"","",392.024,112.702
"","",392.622,112.572
"","",393.219,112.441
"","",393.817,112.309
"","",394.414,112.176
"","",395.012,112.043
"","",395.610,111.909
"","",396.207,111.774
"","",396.805,111.638
"","",397.402,111.501
"","",398.000,111.364
"","",398.598,111.225
"","",399.195,111.086
"","",399.793,110.946
"","",400.390,110.805
"","",400.988,110.664
"","",401.586,110.521
"","",402.183,110.378
"","",402.781,110.234
"","",403.378,110.089
"","",403.976,109.944
"","",404.574,109.797
"","",405.171,109.650
"","",405.769,109.502
"","",406.366,109.353
"","",406.964,109.203
"","",407.562,109.052
"","",408.159,108.901
"","",408.757,108.749
"","",409.354,108.596
"","",409.952,108.442
"","",410.550,108.287
"","",411.147,108.132
"","",411.745,107.975
"","",412.342,107.818
"","",412.940,107.660
"","",413.538,107.502
"","",414.135,107.342
"","",414.733,107.182
"","",415.330,107.020
"","",415.928,106.858
"","",416.526,106.696
"","",417.123,106.532
"","",417.721,106.368
"","",418.318,106.202
"","",418.916,106.036
"","",419.514,105.869
"","",420.111,105.702
"","",420.709,105.533
"","",421.306,105.364
"","",421.904,105.194
"","",422.501,105.023
"","",423.099,104.851
"","",423.697,104.679
"","",424.294,104.505
"","",424.892,104.331
"","",425.490,104.156
"","",426.087,103.980
"","",426.685,103.804
"","",427.282,103.626
"","",427.880,103.448
"","",428.477,103.269
"","",429.075,103.089
"","",429.673,102.908
"","",430.270,102.727
"","",430.868,102.545
"","",431.465,102.362
"","",432.063,102.178
"","",432.661,101.993
"","",433.258,101.807
"","",433.856,101.621
"","",434.453,101.434
"","",435.051,101.246
"","",435.649,101.057
"","",436.246,100.868
"","",436.844,100.677
"","",437.441,100.486
"","",438.039,100.294
"","",438.637,100.101
"","",439.234,99.908
"","",439.832,99.713
"","",440.429,99.518
"","",441.027,99.322
"","",441.625,99.125
"","",442.222,98.928
"","",442.820,98.729
"","",443.417,98.530
"","",444.015,98.330
"","",444.613,98.129
"","",445.210,97.927
"","",445.808,97.725
"","",446.405,97.522
"","",447.003,97.318
"","",447.601,97.113
"","",448.198,96.907
"","",448.796,96.701
"","",449.393,96.493
"","",449.991,96.285
"","",450.589,96.076
"","",451.186,95.867
"","",451.784,95.656
"","",452.381,95.445
"","",452.979,95.233
"","",453.577,95.020
"","",454.174,94.806
"","",454.772,94.591
"","",455.369,94.376
"","",455.967,94.160
"","",456.565,93.943
"","",457.162,93.725
"","",457.760,93.507
"","",458.357,93.288
"","",458.955,93.067
"","",459.553,92.846
"","",460.150,92.625
"","",460.748,92.402
"","",461.345,92.179
"","",461.943,91.955
"","",462.541,91.730
"","",463.138,91.504
"","",463.736,91.278
"","",464.333,91.050
"","",464.931,90.822
"","",465.529,90.593
"","",466.126,90.363
"","",466.724,90.133
"","",467.321,89.902
"","",467.919,89.670
"","",468.517,89.437
"","",469.114,89.203
"","",469.712,88.968
"","",470.309,88.733
"","",470.907,88.497
"","",471.505,88.260
"","",472.102,88.022
"","",472.700,87.784
"","",473.297,87.545
"","",473.895,87.305
"","",474.492,87.064
"","",475.090,86.822
"","",475.688,86.580
"","",476.285,86.336
"","",476.883,86.092
"","",477.480,85.848
"","",478.078,85.602
"","",478.676,85.355
"","",479.273,85.108
"","",479.871,84.860
"","",480.468,84.611
"","",481.066,84.362
"","",481.664,84.111
"","",482.261,83.860
"","",482.859,83.608
"","",483.456,83.356
"","",484.054,83.102
"","",484.652,82.848
"","",485.249,82.593
"","",485.847,82.337
"","",486.444,82.080
"","",487.042,81.822
"","",487.640,81.564
"","",488.237,81.305
"","",488.835,81.045
"","",489.432,80.784
"","",490.030,80.523
"","",490.628,80.261
"","",491.225,79.998
"","",491.823,79.734
"","",492.420,79.469
"","",493.018,79.204
"","",493.616,78.938
"","",494.213,78.671
"","",494.811,78.403
"","",495.408,78.135
"","",496.006,77.865
"","",496.604,77.595
"","",497.201,77.324
"","",497.799,77.053
"","",498.396,76.780
"","",498.994,76.507
"","",499.592,76.233
"","",500.189,75.958
"","",500.787,75.682
"","",501.384,75.406
"","",501.982,75.129
"","",502.580,74.851
"","",503.177,74.572
"","",503.775,74.293
"","",504.372,74.012
"","",504.970,73.731
"","",505.568,73.449
"","",506.165,73.167
"","",506.763,72.883
"","",507.360,72.599
"","",507.958,72.314
"","",508.556,72.028
"","",509.153,71.742
"","",509.751,71.454
"","",510.348,71.166
"","",510.946,70.877
"","",511.544,70.588
"","",512.141,70.297
"","",512.739,70.006
"","",513.336,69.714
"","",513.934,69.421
"","",514.532,69.128
"","",515.129,68.833
"","",515.727,68.538
"","",516.324,68.242
"","",516.922,67.946
"","",517.520,67.648
"","",518.117,67.350
"","",518.715,67.051
"","",519.312,66.751
"","",519.910,66.451
"","",520.508,66.149
"","",521.105,65.847
"","",521.703,65.544
"","",522.300,65.241
"","",522.898,64.936
"","",523.495,64.631
"","",524.093,64.325
"","",524.691,64.018
"","",525.288,63.711
"","",525.886,63.403
"","",526.483,63.094
"","",527.081,62.784
"","",527.679,62.473
"","",528.276,62.162
"","",528.874,61.850
"","",529.471,61.537
"","",530.069,61.223
"","",530.667,60.909
"","",531.264,60.593
"","",531.862,60.277
"","",532.459,59.961
"","",533.057,59.643
"","",533.655,59.325
"","",534.252,59.006
"","",534.850,58.686
"","",535.447,58.365
"","",536.045,58.044
"","",536.643,57.722
"","",537.240,57.399
"","",537.838,57.075
"","",538.435,56.751
"","",539.033,56.426
"","",539.631,56.100
"","",540.228,55.773
"","",540.826,55.445
"","",541.423,55.117
"","",542.021,54.788
"","",542.619,54.458
"","",543.216,54.128
"","",543.814,53.796
"","",544.411,53.464
"","",545.009,53.131
"","",545.607,52.798
"","",546.204,52.463
"","",546.802,52.128
"","",547.399,51.792
"","",547.997,51.456
"","",548.595,51.118
"","",549.192,50.780
"","",549.790,50.441
"","",550.387,50.102
"","",550.985,49.761
"","",551.583,49.420
"","",552.180,49.078
"","",552.778,48.735
"","",553.375,48.392
"","",553.973,48.048
"","",554.571,47.703
"","",555.168,47.357
"","",555.766,47.010
"","",556.363,46.663
"","",556.961,46.315
"","",557.559,45.966
"","",558.156,45.617
"","",558.754,45.266
"","",559.351,44.915
"","",559.949,44.563
"","",560.547,44.211
"","",561.144,43.858
"","",561.742,43.503
"","",562.339,43.149
"","",562.937,42.793
"","",563.535,42.437
"","",564.132,42.080
"","",564.730,41.722
"","",565.327,41.363
"","",565.925,41.004
"","",566.523,40.644
"","",567.120,40.283
"","",567.718,39.921
"","",568.315,39.559
"","",568.913,39.196
"","",569.510,38.832
"","",570.108,38.468
"","",570.706,38.102
"","",571.303,37.736
"","",571.901,37.369
"","",572.498,37.002
"","",573.096,36.634
"","",573.694,36.264
"","",574.291,35.895
"","",574.889,35.524
"","",575.487,35.153
"","",576.084,34.781
"","",576.682,34.408
"","",577.279,34.034
"","",577.877,33.660
"","",578.474,33.285
"","",579.072,32.909
"","",579.670,32.533
"","",580.267,32.155
"","",580.865,31.777
"","",581.462,31.399
"","",582.060,31.019
"","",582.658,30.639
"","",583.255,30.258
"","",583.853,29.876
"","",584.450,29.494
"","",585.048,29.111
"","",585.646,28.727
"","",586.243,28.342
"","",586.841,27.957
"","",587.438,27.571
"","",588.036,27.184
"","",588.634,26.796
"","",589.231,26.408
"","",589.829,26.019
"","",590.426,25.629
"","",591.024,25.238
"","",591.622,24.847
"","",592.219,24.455
"","",592.817,24.062
"","",593.414,23.669
"","",594.012,23.274
"","",594.610,22.879
"","",595.207,22.484
"","",595.805,22.087
"","",596.402,21.690
"","",597.000,21.292
