X0,Y0,X1,Y1
185,85.000,93.148,71.178
186,146.667,93.652,71.458
187,155.000,94.155,71.738
188,80.000,94.659,72.019
189,68.333,95.162,72.298
190,73.333,95.666,72.578
191,85.000,96.169,72.858
192,145.000,96.673,73.137
193,75.000,97.176,73.416
194,63.333,97.680,73.694
195,71.667,98.183,73.973
196,73.333,98.687,74.251
197,111.667,99.190,74.529
198,63.333,99.694,74.807
199,71.667,100.197,75.084
200,70.000,100.701,75.362
201,81.667,101.204,75.638
202,81.667,101.708,75.915
203,66.667,102.211,76.191
204,70.000,102.715,76.467
205,70.000,103.218,76.743
206,86.667,103.722,77.019
207,114.333,104.225,77.294
208,114.333,104.729,77.569
209,137.333,105.232,77.843
210,103.333,105.736,78.118
211,75.000,106.239,78.391
212,65.000,106.743,78.665
213,144.000,107.246,78.938
214,161.000,107.750,79.211
215,65.000,108.253,79.484
216,70.000,108.757,79.756
217,150.667,109.260,80.028
218,161.000,109.764,80.299
219,95.000,110.267,80.571
220,81.667,110.771,80.841
221,103.333,111.274,81.112
222,156.333,111.778,81.382
223,130.000,112.281,81.652
224,164.667,112.785,81.921
225,137.333,113.288,82.190
226,65.000,113.792,82.458
227,68.333,114.295,82.726
228,75.000,114.799,82.994
229,169.667,115.302,83.261
230,147.333,115.806,83.528
231,162.000,116.309,83.795
232,130.000,116.813,84.061
233,144.000,117.316,84.326
234,169.000,117.820,84.591
235,166.333,118.323,84.856
236,161.000,118.827,85.121
237,161.000,119.330,85.384
238,167.667,119.834,85.648
239,162.000,120.337,85.911
240,144.000,120.841,86.173
241,161.000,121.344,86.435
242,150.667,121.848,86.697
243,130.000,122.351,86.958
244,167.667,122.855,87.218
245,150.667,123.358,87.478
246,144.000,123.862,87.738
247,168.000,124.365,87.997
248,156.667,124.869,88.256
249,169.667,125.372,88.514
250,147.333,125.876,88.771
251,164.333,126.379,89.028
252,162.000,126.883,89.285
253,255.000,127.386,89.541
254,130.000,127.890,89.796
255,114.333,128.393,90.051
256,81.667,128.897,90.305
257,95.000,129.400,90.559
258,161.000,129.904,90.813
259,103.333,130.407,91.065
260,86.667,130.911,91.317
261,169.667,131.414,91.569
262,161.000,131.918,91.820
263,130.000,132.421,92.071
264,164.667,132.925,92.320
265,137.333,133.428,92.570
266,122.333,133.932,92.818
267,170.000,134.435,93.066
268,166.333,134.939,93.314
269,159.333,135.442,93.561
270,162.000,135.946,93.807
271,150.667,136.449,94.053
272,156.333,136.953,94.298
273,144.000,137.456,94.542
274,161.000,137.960,94.786
275,170.000,138.463,95.029
276,66.667,138.967,95.272
277,71.667,139.470,95.514
278,75.000,139.974,95.755
279,73.333,140.477,95.996
280,66.667,140.981,96.236
281,70.000,141.484,96.475
282,76.667,141.988,96.713
283,65.000,142.491,96.951
284,103.333,142.995,97.189
285,153.667,143.499,97.425
286,170.000,144.002,97.661
287,150.667,144.506,97.896
288,169.000,145.009,98.131
289,168.000,145.513,98.365
290,150.667,146.016,98.598
291,78.333,146.520,98.830
292,66.667,147.023,99.062
293,75.000,147.527,99.293
294,122.333,148.030,99.523
295,71.667,148.534,99.752
296,65.000,149.037,99.981
297,156.333,149.541,100.209
298,167.667,150.044,100.437
299,137.333,150.548,100.663
300,167.667,151.051,100.889
301,81.667,151.555,101.114
302,73.333,152.058,101.338
303,68.333,152.562,101.562
304,65.000,153.065,101.785
305,68.333,153.569,102.007
306,86.667,154.072,102.228
307,95.000,154.576,102.448
308,63.333,155.079,102.668
309,71.667,155.583,102.887
310,75.000,156.086,103.105
311,66.667,156.590,103.322
312,78.333,157.093,103.538
313,63.333,157.597,103.754
314,70.000,158.100,103.969
315,71.667,158.604,104.183
316,68.333,159.107,104.396
317,80.000,159.611,104.608
318,76.667,160.114,104.820
319,73.333,160.618,105.031
320,111.667,161.121,105.241
321,158.333,161.625,105.450
322,85.000,162.128,105.658
323,111.667,162.632,105.865
324,155.000,163.135,106.071
325,163.333,163.639,106.277
326,111.667,164.142,106.482
327,146.667,164.646,106.686
328,141.667,165.149,106.889
329,161.667,165.653,107.091
330,136.667,166.156,107.292
331,155.000,166.660,107.492
332,146.667,167.163,107.692
333,141.667,167.667,107.890
334,85.000,168.170,108.088
335,95.000,168.674,108.285
336,111.667,169.177,108.480
337,120.000,169.681,108.675
338,111.667,170.184,108.869
339,120.000,170.688,109.063
340,120.000,171.191,109.255
341,100.000,171.695,109.446
342,95.000,172.198,109.636
343,111.667,172.702,109.826
344,100.000,173.205,110.014
345,90.000,173.709,110.202
346,116.667,174.212,110.388
347,131.667,174.716,110.574
348,80.000,175.219,110.758
349,100.000,175.723,110.942
350,90.000,176.226,111.125
351,111.667,176.730,111.306
352,98.333,177.233,111.487
353,80.000,177.737,111.667
354,98.333,178.240,111.846
355,121.667,178.744,112.024
356,85.000,179.247,112.200
357,78.333,179.751,112.376
358,75.000,180.254,112.551
359,68.333,180.758,112.725
360,85.000,181.261,112.898
361,85.000,181.765,113.070
362,121.667,182.268,113.241
363,121.667,182.772,113.410
364,111.667,183.275,113.579
365,148.333,183.779,113.747
366,128.333,184.282,113.914
367,121.667,184.786,114.079
368,133.333,185.289,114.244
369,135.000,185.793,114.408
370,135.000,186.296,114.571
371,128.333,186.800,114.732
372,148.333,187.303,114.893
373,135.000,187.807,115.052
374,121.667,188.310,115.211
375,123.333,188.814,115.368
376,133.333,189.317,115.524
377,133.333,189.821,115.680
378,135.000,190.324,115.834
379,115.000,190.828,115.987
380,115.000,191.331,116.139
381,108.333,191.835,116.290
382,90.000,192.338,116.440
383,123.333,192.842,116.589
384,115.000,193.345,116.737
385,115.000,193.849,116.883
386,95.000,194.352,117.029
387,95.000,194.856,117.173
388,95.000,195.359,117.317
389,115.000,195.863,117.459
390,95.000,196.366,117.600
391,85.000,196.870,117.740
392,85.000,197.373,117.879
393,85.000,197.877,118.017
394,95.000,198.380,118.154
395,90.000,198.884,118.289
396,80.000,199.387,118.424
397,95.000,199.891,118.557
398,85.000,200.394,118.689
399,85.000,200.898,118.820
400,80.000,201.401,118.950
401,85.000,201.905,119.079
402,76.667,202.408,119.207
403,76.667,202.912,119.333
404,90.000,203.415,119.459
405,76.667,203.919,119.583
406,71.667,204.422,119.706
407,71.667,204.926,119.828
408,80.000,205.429,119.949
409,65.000,205.933,120.068
410,71.667,206.436,120.187
411,56.667,206.940,120.304
412,71.667,207.443,120.420
413,65.000,207.947,120.535
414,65.000,208.450,120.649
415,71.667,208.954,120.762
416,51.667,209.457,120.873
417,71.667,209.961,120.983
418,65.000,210.464,121.092
419,51.667,210.968,121.200
420,51.667,211.471,121.307
421,51.667,211.975,121.413
422,56.667,212.478,121.517
423,56.667,212.982,121.620
424,56.667,213.485,121.722
425,56.667,213.989,121.823
426,46.667,214.492,121.922
427,46.667,214.996,122.021
428,46.667,215.499,122.118
429,40.000,216.003,122.214
430,51.667,216.507,122.308
431,46.667,217.010,122.402
432,56.667,217.514,122.494
433,56.667,218.017,122.585
434,51.667,218.521,122.675
435,46.667,219.024,122.764
436,46.667,219.528,122.851
437,51.667,220.031,122.937
438,46.667,220.535,123.022
439,46.667,221.038,123.106
440,46.667,221.542,123.188
441,40.000,222.045,123.270
442,40.000,222.549,123.350
443,46.667,223.052,123.429
444,46.667,223.556,123.506
445,46.667,224.059,123.582
446,40.000,224.563,123.658
447,46.667,225.066,123.731
448,40.000,225.570,123.804
449,40.000,226.073,123.875
450,40.000,226.577,123.945
451,40.000,227.080,124.014
452,40.000,227.584,124.082
453,40.000,228.087,124.148
454,46.667,228.591,124.213
455,40.000,229.094,124.277
456,40.000,229.598,124.340
457,40.000,230.101,124.401
458,33.333,230.605,124.461
459,40.000,231.108,124.520
460,33.333,231.612,124.578
461,33.333,232.115,124.634
462,40.000,232.619,124.689
463,33.333,233.122,124.743
464,33.333,233.626,124.795
465,40.000,234.129,124.847
466,33.333,234.633,124.896
467,40.000,235.136,124.945
468,33.333,235.640,124.993
469,33.333,236.143,125.039
470,33.333,236.647,125.084
471,33.333,237.150,125.127
472,33.333,237.654,125.170
473,33.333,238.157,125.211
474,33.333,238.661,125.250
475,33.333,239.164,125.289
476,33.333,239.668,125.326
477,33.333,240.171,125.362
478,33.333,240.675,125.397
479,33.333,241.178,125.430
480,33.333,241.682,125.462
481,33.333,242.185,125.493
482,33.333,242.689,125.523
483,33.333,243.192,125.551
484,33.333,243.696,125.578
485,33.333,244.199,125.604
486,33.333,244.703,125.628
487,33.333,245.206,125.651
488,33.333,245.710,125.673
489,33.333,246.213,125.693
490,33.333,246.717,125.713
491,33.333,247.220,125.731
492,33.333,247.724,125.747
493,33.333,248.227,125.763
494,33.333,248.731,125.777
495,33.333,249.234,125.790
496,33.333,249.738,125.801
497,33.333,250.241,125.811
498,64.000,250.745,125.820
499,33.333,251.248,125.828
500,33.333,251.752,125.834
501,33.333,252.255,125.839
502,33.333,252.759,125.843
503,64.000,253.262,125.846
"","",253.766,125.847
"","",254.269,125.847
"","",254.773,125.845
"","",255.276,125.843
"","",255.780,125.839
"","",256.283,125.833
"","",256.787,125.827
"","",257.290,125.819
"","",257.794,125.810
"","",258.297,125.800
"","",258.801,125.788
"","",259.304,125.775
"","",259.808,125.760
"","",260.311,125.745
"","",260.815,125.728
"","",261.318,125.710
"","",261.822,125.690
"","",262.325,125.670
"","",262.829,125.648
"","",263.332,125.624
"","",263.836,125.600
"","",264.339,125.574
"","",264.843,125.547
"","",265.346,125.518
"","",265.850,125.489
"","",266.353,125.458
"","",266.857,125.425
"","",267.360,125.392
"","",267.864,125.357
"","",268.367,125.321
"","",268.871,125.283
"","",269.374,125.245
"","",269.878,125.205
"","",270.381,125.163
"","",270.885,125.121
"","",271.388,125.077
"","",271.892,125.032
"","",272.395,124.986
"","",272.899,124.938
"","",273.402,124.889
"","",273.906,124.839
"","",274.409,124.787
"","",274.913,124.735
"","",275.416,124.681
"","",275.920,124.626
"","",276.423,124.569
"","",276.927,124.511
"","",277.430,124.452
"","",277.934,124.392
"","",278.437,124.330
"","",278.941,124.268
"","",279.444,124.204
"","",279.948,124.138
"","",280.451,124.072
"","",280.955,124.004
"","",281.458,123.935
"","",281.962,123.865
"","",282.465,123.793
"","",282.969,123.720
"","",283.472,123.646
"","",283.976,123.571
"","",284.479,123.494
"","",284.983,123.417
"","",285.486,123.338
"","",285.990,123.258
"","",286.493,123.176
"","",286.997,123.093
"","",287.500,123.009
"","",288.004,122.924
"","",288.508,122.838
"","",289.011,122.750
"","",289.515,122.662
"","",290.018,122.572
"","",290.522,122.480
"","",291.025,122.388
"","",291.529,122.294
"","",292.032,122.199
"","",292.536,122.103
"","",293.039,122.006
"","",293.543,121.907
"","",294.046,121.808
"","",294.550,121.707
"","",295.053,121.605
"","",295.557,121.501
"","",296.060,121.397
"","",296.564,121.291
"","",297.067,121.184
"","",297.571,121.076
"","",298.074,120.967
"","",298.578,120.856
"","",299.081,120.745
"","",299.585,120.632
"","",300.088,120.518
"","",300.592,120.403
"","",301.095,120.287
"","",301.599,120.169
"","",302.102,120.050
"","",302.606,119.931
"","",303.109,119.810
"","",303.613,119.688
"","",304.116,119.564
"","",304.620,119.440
"","",305.123,119.314
"","",305.627,119.188
"","",306.130,119.060
"","",306.634,118.931
"","",307.137,118.801
"","",307.641,118.669
"","",308.144,118.537
"","",308.648,118.404
"","",309.151,118.269
"","",309.655,118.133
"","",310.158,117.996
"","",310.662,117.858
"","",311.165,117.719
"","",311.669,117.579
"","",312.172,117.438
"","",312.676,117.295
"","",313.179,117.152
"","",313.683,117.007
"","",314.186,116.861
"","",314.690,116.714
"","",315.193,116.566
"","",315.697,116.417
"","",316.200,116.267
"","",316.704,116.116
"","",317.207,115.964
"","",317.711,115.811
"","",318.214,115.656
"","",318.718,115.501
"","",319.221,115.344
"","",319.725,115.187
"","",320.228,115.028
"","",320.732,114.869
"","",321.235,114.708
"","",321.739,114.546
"","",322.242,114.383
"","",322.746,114.219
"","",323.249,114.055
"","",323.753,113.889
"","",324.256,113.722
"","",324.760,113.554
"","",325.263,113.385
"","",325.767,113.215
"","",326.270,113.044
"","",326.774,112.872
"","",327.277,112.699
"","",327.781,112.525
"","",328.284,112.350
"","",328.788,112.174
"","",329.291,111.997
"","",329.795,111.819
"","",330.298,111.640
"","",330.802,111.460
"","",331.305,111.279
"","",331.809,111.097
"","",332.312,110.914
"","",332.816,110.731
"","",333.319,110.546
"","",333.823,110.360
"","",334.326,110.173
"","",334.830,109.986
"","",335.333,109.797
"","",335.837,109.608
"","",336.340,109.417
"","",336.844,109.226
"","",337.347,109.034
"","",337.851,108.840
"","",338.354,108.646
"","",338.858,108.451
"","",339.361,108.255
"","",339.865,108.058
"","",340.368,107.860
"","",340.872,107.662
"","",341.375,107.462
"","",341.879,107.262
"","",342.382,107.060
"","",342.886,106.858
"","",343.389,106.655
"","",343.893,106.451
"","",344.396,106.246
"","",344.900,106.040
"","",345.403,105.834
"","",345.907,105.626
"","",346.410,105.418
"","",346.914,105.209
"","",347.417,104.999
"","",347.921,104.788
"","",348.424,104.577
"","",348.928,104.364
"","",349.431,104.151
"","",349.935,103.937
"","",350.438,103.722
"","",350.942,103.506
"","",351.445,103.289
"","",351.949,103.072
"","",352.452,102.854
"","",352.956,102.635
"","",353.459,102.415
"","",353.963,102.195
"","",354.466,101.973
"","",354.970,101.751
"","",355.473,101.528
"","",355.977,101.305
"","",356.480,101.080
"","",356.984,100.855
"","",357.487,100.629
"","",357.991,100.402
"","",358.495,100.175
"","",358.998,99.947
"","",359.501,99.718
"","",360.005,99.488
"","",360.509,99.258
"","",361.012,99.027
"","",361.516,98.795
"","",362.019,98.563
"","",362.523,98.329
"","",363.026,98.095
"","",363.530,97.861
"","",364.033,97.626
"","",364.537,97.390
"","",365.040,97.153
"","",365.544,96.916
"","",366.047,96.678
"","",366.551,96.439
"","",367.054,96.199
"","",367.558,95.959
"","",368.061,95.719
"","",368.565,95.477
"","",369.068,95.235
"","",369.572,94.993
"","",370.075,94.749
"","",370.579,94.506
"","",371.082,94.261
"","",371.586,94.016
"","",372.089,93.770
"","",372.593,93.524
"","",373.096,93.277
"","",373.600,93.029
"","",374.103,92.781
"","",374.607,92.532
"","",375.110,92.283
"","",375.614,92.033
"","",376.117,91.782
"","",376.621,91.531
"","",377.124,91.280
"","",377.628,91.027
"","",378.131,90.774
"","",378.635,90.521
"","",379.138,90.267
"","",379.642,90.013
"","",380.145,89.758
"","",380.649,89.502
"","",381.152,89.246
"","",381.656,88.990
"","",382.159,88.732
"","",382.663,88.475
"","",383.166,88.217
"","",383.670,87.958
"","",384.173,87.699
"","",384.677,87.439
"","",385.180,87.179
"","",385.684,86.918
"","",386.187,86.657
"","",386.691,86.396
"","",387.194,86.134
"","",387.698,85.871
"","",388.201,85.608
"","",388.705,85.345
"","",389.208,85.081
"","",389.712,84.816
"","",390.215,84.552
"","",390.719,84.286
"","",391.222,84.021
"","",391.726,83.755
"","",392.229,83.488
"","",392.733,83.221
"","",393.236,82.954
"","",393.740,82.686
"","",394.243,82.418
"","",394.747,82.149
"","",395.250,81.880
"","",395.754,81.611
"","",396.257,81.341
"","",396.761,81.071
"","",397.264,80.801
"","",397.768,80.530
"","",398.271,80.259
"","",398.775,79.987
"","",399.278,79.715
"","",399.782,79.443
"","",400.285,79.170
"","",400.789,78.897
"","",401.292,78.624
"","",401.796,78.350
"","",402.299,78.076
"","",402.803,77.802
"","",403.306,77.527
"","",403.810,77.253
"","",404.313,76.977
"","",404.817,76.702
"","",405.320,76.426
"","",405.824,76.150
"","",406.327,75.873
"","",406.831,75.597
"","",407.334,75.320
"","",407.838,75.043
"","",408.341,74.765
"","",408.845,74.487
"","",409.348,74.209
"","",409.852,73.931
"","",410.355,73.653
"","",410.859,73.374
"","",411.362,73.095
"","",411.866,72.816
"","",412.369,72.536
"","",412.873,72.256
"","",413.376,71.976
"","",413.880,71.696
"","",414.383,71.416
"","",414.887,71.135
"","",415.390,70.855
"","",415.894,70.574
"","",416.397,70.293
"","",416.901,70.011
"","",417.404,69.730
"","",417.908,69.448
"","",418.411,69.166
"","",418.915,68.884
"","",419.418,68.602
"","",419.922,68.320
"","",420.425,68.037
"","",420.929,67.755
"","",421.432,67.472
"","",421.936,67.189
"","",422.439,66.906
"","",422.943,66.623
"","",423.446,66.339
"","",423.950,66.056
"","",424.453,65.772
"","",424.957,65.488
"","",425.460,65.205
"","",425.964,64.921
"","",426.467,64.637
"","",426.971,64.353
"","",427.474,64.069
"","",427.978,63.784
"","",428.481,63.500
"","",428.985,63.215
"","",429.488,62.931
"","",429.992,62.646
"","",430.495,62.362
"","",430.999,62.077
"","",431.503,61.792
"","",432.006,61.508
"","",432.510,61.223
"","",433.013,60.938
"","",433.517,60.653
"","",434.020,60.368
"","",434.524,60.083
"","",435.027,59.798
"","",435.531,59.513
"","",436.034,59.228
"","",436.538,58.943
"","",437.041,58.658
"","",437.545,58.373
"","",438.048,58.088
"","",438.552,57.803
"","",439.055,57.518
"","",439.559,57.233
"","",440.062,56.948
"","",440.566,56.663
"","",441.069,56.378
"","",441.573,56.093
"","",442.076,55.808
"","",442.580,55.523
"","",443.083,55.238
"","",443.587,54.954
"","",444.090,54.669
"","",444.594,54.384
"","",445.097,54.100
"","",445.601,53.815
"","",446.104,53.531
"","",446.608,53.247
"","",447.111,52.962
"","",447.615,52.678
"","",448.118,52.394
"","",448.622,52.110
"","",449.125,51.826
"","",449.629,51.542
"","",450.132,51.258
"","",450.636,50.975
"","",451.139,50.691
"","",451.643,50.408
"","",452.146,50.125
"","",452.650,49.841
"","",453.153,49.558
"","",453.657,49.276
"","",454.160,48.993
"","",454.664,48.710
"","",455.167,48.428
"","",455.671,48.145
"","",456.174,47.863
"","",456.678,47.581
"","",457.181,47.299
"","",457.685,47.017
"","",458.188,46.736
"","",458.692,46.454
"","",459.195,46.173
"","",459.699,45.892
"","",460.202,45.611
"","",460.706,45.331
"","",461.209,45.050
"","",461.713,44.770
"","",462.216,44.490
"","",462.720,44.210
"","",463.223,43.930
"","",463.727,43.651
"","",464.230,43.371
"","",464.734,43.092
"","",465.237,42.813
"","",465.741,42.535
"","",466.244,42.256
"","",466.748,41.978
"","",467.251,41.700
"","",467.755,41.422
"","",468.258,41.145
"","",468.762,40.867
"","",469.265,40.590
"","",469.769,40.313
"","",470.272,40.037
"","",470.776,39.761
"","",471.279,39.485
"","",471.783,39.209
"","",472.286,38.933
"","",472.790,38.658
"","",473.293,38.383
"","",473.797,38.108
"","",474.300,37.834
"","",474.804,37.560
"","",475.307,37.286
"","",475.811,37.012
"","",476.314,36.739
"","",476.818,36.466
"","",477.321,36.193
"","",477.825,35.921
"","",478.328,35.649
"","",478.832,35.377
"","",479.335,35.106
"","",479.839,34.834
"","",480.342,34.563
"","",480.846,34.293
"","",481.349,34.023
"","",481.853,33.753
"","",482.356,33.483
"","",482.860,33.214
"","",483.363,32.945
"","",483.867,32.676
"","",484.370,32.408
"","",484.874,32.140
"","",485.377,31.873
"","",485.881,31.605
"","",486.384,31.338
"","",486.888,31.072
"","",487.391,30.806
"","",487.895,30.540
"","",488.398,30.274
"","",488.902,30.009
"","",489.405,29.745
"","",489.909,29.480
"","",490.412,29.216
"","",490.916,28.953
"","",491.419,28.689
"","",491.923,28.427
"","",492.426,28.164
"","",492.930,27.902
"","",493.433,27.640
"","",493.937,27.379
"","",494.440,27.118
"","",494.944,26.857
"","",495.447,26.597
"","",495.951,26.338
"","",496.454,26.078
"","",496.958,25.819
"","",497.461,25.561
"","",497.965,25.303
"","",498.468,25.045
"","",498.972,24.788
"","",499.475,24.531
"","",499.979,24.274
"","",500.482,24.018
"","",500.986,23.763
"","",501.490,23.507
"","",501.993,23.253
"","",502.496,22.998
"","",503.000,22.744
