Radius_[pixels],Normalized_Integrated_Intensity,X_Fit:_Gaussian,Fit:_Gaussian
1.335,104.9683,1.335,102.6050
2.670,106.8214,1.629,102.7404
4.005,110.0666,1.923,102.8755
5.339,112.3403,2.217,103.0103
6.674,117.1167,2.511,103.1446
8.009,111.7416,2.805,103.2785
9.344,108.3375,3.099,103.4120
10.679,108.7500,3.393,103.5451
12.014,108.2528,3.687,103.6778
13.348,109.0089,3.980,103.8101
14.683,111.2634,4.274,103.9419
16.018,110.5176,4.568,104.0734
17.353,112.7631,4.862,104.2044
18.688,115.4509,5.156,104.3351
20.023,117.3352,5.450,104.4652
21.357,115.4439,5.744,104.5950
22.692,112.2971,6.038,104.7244
24.027,115.8334,6.332,104.8533
25.362,113.4012,6.626,104.9818
26.697,111.9225,6.920,105.1098
28.032,115.9819,7.214,105.2374
29.367,116.7266,7.508,105.3646
30.701,116.1505,7.802,105.4913
32.036,115.1312,8.096,105.6176
33.371,116.1005,8.390,105.7434
34.706,117.7277,8.684,105.8688
36.041,118.9167,8.978,105.9937
37.376,117.9636,9.272,106.1181
38.710,113.8313,9.566,106.2421
40.045,116.1105,9.860,106.3657
41.380,115.3759,10.154,106.4888
42.715,112.7595,10.448,106.6114
44.050,113.2367,10.742,106.7335
45.385,113.5559,11.035,106.8552
46.719,112.7772,11.329,106.9764
48.054,113.8872,11.623,107.0971
49.389,119.4898,11.917,107.2173
50.724,114.0069,12.211,107.3371
52.059,114.1935,12.505,107.4564
53.394,115.6258,12.799,107.5752
54.729,113.7348,13.093,107.6935
56.063,112.6359,13.387,107.8113
57.398,110.2201,13.681,107.9286
58.733,112.3052,13.975,108.0454
60.068,112.2469,14.269,108.1617
61.403,112.5546,14.563,108.2776
62.738,113.3467,14.857,108.3929
64.072,113.8008,15.151,108.5077
65.407,111.9897,15.445,108.6220
66.742,111.0408,15.739,108.7358
68.077,114.9462,16.033,108.8491
69.412,113.7083,16.327,108.9618
70.747,107.4358,16.621,109.0741
72.081,111.4172,16.915,109.1858
73.416,110.9340,17.209,109.2970
74.751,112.4948,17.503,109.4077
76.086,111.5319,17.797,109.5178
77.421,111.3149,18.091,109.6275
78.756,112.0294,18.384,109.7365
80.090,109.5594,18.678,109.8451
81.425,113.5346,18.972,109.9531
82.760,112.9142,19.266,110.0606
84.095,111.6657,19.560,110.1676
85.430,112.9630,19.854,110.2740
86.765,114.6947,20.148,110.3798
88.100,112.6775,20.442,110.4851
89.434,113.2393,20.736,110.5899
90.769,112.9175,21.030,110.6941
92.104,115.3759,21.324,110.7977
93.439,111.8697,21.618,110.9008
94.774,113.3812,21.912,111.0034
96.109,112.4157,22.206,111.1054
97.443,112.5483,22.500,111.2068
98.778,112.1838,22.794,111.3076
100.113,111.4488,23.088,111.4079
101.448,112.2452,23.382,111.5076
102.783,111.6483,23.676,111.6068
104.118,112.4982,23.970,111.7053
105.452,113.5568,24.264,111.8033
106.787,112.2962,24.558,111.9007
108.122,112.1775,24.852,111.9976
109.457,111.5461,25.146,112.0938
110.792,112.9912,25.439,112.1895
112.127,113.3061,25.733,112.2846
113.462,112.7489,26.027,112.3791
114.796,112.7741,26.321,112.4730
116.131,112.8787,26.615,112.5663
117.466,111.9591,26.909,112.6590
118.801,111.0924,27.203,112.7512
120.136,111.4363,27.497,112.8427
121.471,112.1843,27.791,112.9336
122.805,113.1095,28.085,113.0240
124.140,111.6554,28.379,113.1137
125.475,110.3721,28.673,113.2028
126.810,110.8569,28.967,113.2913
128.145,110.8510,29.261,113.3792
129.480,111.9838,29.555,113.4665
130.814,111.5237,29.849,113.5532
132.149,113.0400,30.143,113.6392
133.484,112.9773,30.437,113.7247
134.819,112.8865,30.731,113.8095
136.154,112.1299,31.025,113.8937
137.489,111.3037,31.319,113.9773
138.824,111.3527,31.613,114.0603
140.158,108.8905,31.907,114.1426
141.493,107.4053,32.201,114.2243
142.828,104.8014,32.495,114.3054
144.163,105.6875,32.788,114.3858
145.498,103.7367,33.082,114.4656
146.833,103.7985,33.376,114.5448
148.167,103.4024,33.670,114.6233
149.502,103.7425,33.964,114.7012
150.837,101.1284,34.258,114.7785
152.172,97.5257,34.552,114.8551
153.507,95.9347,34.846,114.9311
154.842,95.1042,35.140,115.0064
156.176,95.2560,35.434,115.0811
157.511,94.5699,35.728,115.1552
158.846,92.7210,36.022,115.2285
160.181,91.2054,36.316,115.3013
161.516,89.8782,36.610,115.3734
162.851,88.5597,36.904,115.4448
164.186,87.3538,37.198,115.5156
165.520,86.1599,37.492,115.5857
166.855,85.2323,37.786,115.6551
168.190,84.3372,38.080,115.7239
169.525,82.5289,38.374,115.7920
170.860,80.8827,38.668,115.8595
172.195,79.9313,38.962,115.9263
173.529,78.8764,39.256,115.9925
174.864,77.1957,39.550,116.0579
176.199,76.5018,39.843,116.1227
177.534,76.2884,40.137,116.1868
178.869,75.6910,40.431,116.2503
180.204,74.9884,40.725,116.3131
181.538,74.1515,41.019,116.3752
182.873,72.8623,41.313,116.4366
184.208,71.0255,41.607,116.4974
185.543,69.9182,41.901,116.5574
186.878,69.1186,42.195,116.6168
188.213,68.7160,42.489,116.6755
189.548,68.4315,42.783,116.7335
190.882,67.1152,43.077,116.7909
192.217,65.6915,43.371,116.8475
193.552,64.6675,43.665,116.9035
194.887,63.5756,43.959,116.9588
196.222,62.9697,44.253,117.0134
197.557,62.5013,44.547,117.0673
198.891,61.9151,44.841,117.1205
200.226,61.0807,45.135,117.1730
201.561,60.6726,45.429,117.2248
202.896,59.6962,45.723,117.2759
204.231,59.2739,46.017,117.3263
205.566,58.5518,46.311,117.3761
206.900,57.6883,46.605,117.4251
208.235,56.2355,46.899,117.4734
209.570,55.5546,47.192,117.5211
210.905,55.2226,47.486,117.5680
212.240,55.0154,47.780,117.6142
213.575,53.8907,48.074,117.6597
214.910,53.5976,48.368,117.7045
216.244,52.9185,48.662,117.7486
217.579,52.3061,48.956,117.7921
218.914,51.9609,49.250,117.8347
220.249,51.4413,49.544,117.8767
221.584,51.1007,49.838,117.9180
222.919,50.7029,50.132,117.9586
224.253,50.5036,50.426,117.9984
225.588,50.0606,50.720,118.0376
226.923,49.3622,51.014,118.0760
228.258,49.2770,51.308,118.1137
229.593,48.4022,51.602,118.1507
230.928,48.1071,51.896,118.1870
232.262,47.4112,52.190,118.2225
233.597,47.0005,52.484,118.2574
234.932,46.5635,52.778,118.2915
236.267,46.2605,53.072,118.3249
237.602,45.9524,53.366,118.3576
238.937,45.5816,53.660,118.3895
240.271,45.4717,53.954,118.4208
241.606,44.8892,54.247,118.4513
242.941,44.3948,54.541,118.4811
244.276,44.1542,54.835,118.5102
245.611,43.6844,55.129,118.5385
246.946,43.3110,55.423,118.5662
248.281,42.9765,55.717,118.5931
249.615,42.6224,56.011,118.6192
250.950,42.2210,56.305,118.6447
252.285,42.1543,56.599,118.6694
253.620,41.7106,56.893,118.6934
254.955,41.3956,57.187,118.7167
256.290,41.2070,57.481,118.7392
257.624,40.6887,57.775,118.7610
258.959,40.5363,58.069,118.7821
260.294,40.3563,58.363,118.8025
261.629,40.0821,58.657,118.8221
262.964,39.7732,58.951,118.8410
264.299,39.4874,59.245,118.8591
