Radius_[pixels],Normalized_Integrated_Intensity,X_Fit:_Gaussian,Fit:_Gaussian
1.335,108.9682,1.335,109.3364
2.67,122.0595,1.629,109.4341
4.005,118.3083,1.923,109.5314
5.339,120.4097,2.217,109.6282
6.674,110.8333,2.511,109.7246
8.009,119.2958,2.805,109.8204
9.344,127.475,3.099,109.9158
10.679,125.2699,3.393,110.0107
12.014,117.3417,3.687,110.1051
13.348,125.6578,3.98,110.1991
14.683,120.6156,4.274,110.2926
16.018,123.5504,4.568,110.3856
17.353,123.1886,4.862,110.4781
18.688,122.094,5.156,110.5701
20.023,122.0549,5.45,110.6616
21.357,123.8351,5.744,110.7526
22.692,115.4728,6.038,110.8432
24.027,117.4822,6.332,110.9332
25.362,116.1914,6.626,111.0228
26.697,117.9079,6.92,111.1118
28.032,115.6153,7.214,111.2004
29.367,112.0104,7.508,111.2884
30.701,109.8259,7.802,111.376
32.036,115.6691,8.096,111.463
33.371,114.1103,8.39,111.5496
34.706,115.5868,8.684,111.6356
36.041,112.2461,8.978,111.7212
37.376,111.781,9.272,111.8062
38.71,109.8564,9.566,111.8907
40.045,111.1686,9.86,111.9747
41.38,111.6548,10.154,112.0582
42.715,109.7886,10.448,112.1411
44.05,109.2774,10.742,112.2236
45.385,111.789,11.035,112.3055
46.719,110.4728,11.329,112.3869
48.054,108.67,11.623,112.4678
49.389,111.5354,11.917,112.5482
50.724,109.2653,12.211,112.628
52.059,111.381,12.505,112.7074
53.394,110.3497,12.799,112.7861
54.729,108.8507,13.093,112.8644
56.063,110.698,13.387,112.9421
57.398,108.3958,13.681,113.0193
58.733,106.5378,13.975,113.096
60.068,108.7972,14.269,113.1721
61.403,108.9399,14.563,113.2477
62.738,108.4994,14.857,113.3228
64.072,106.8805,15.151,113.3973
65.407,106.9933,15.445,113.4713
66.742,109.4557,15.739,113.5447
68.077,107.9723,16.033,113.6176
69.412,107.0282,16.327,113.6899
70.747,105.5597,16.621,113.7617
72.081,104.7104,16.915,113.833
73.416,105.9811,17.209,113.9037
74.751,107.0592,17.503,113.9738
76.086,109.139,17.797,114.0434
77.421,109.7152,18.091,114.1125
78.756,108.5275,18.384,114.181
80.09,108.6431,18.678,114.2489
81.425,107.6234,18.972,114.3163
82.76,109.1912,19.266,114.3832
84.095,112.0504,19.56,114.4494
85.43,111.5623,19.854,114.5151
86.765,111.8258,20.148,114.5803
88.1,112.0299,20.442,114.6449
89.434,111.823,20.736,114.7089
90.769,110.6688,21.03,114.7724
92.104,111.3948,21.324,114.8353
93.439,113.2535,21.618,114.8976
94.774,114.8189,21.912,114.9593
96.109,115.0226,22.206,115.0205
97.443,117.0623,22.5,115.0811
98.778,115.8266,22.794,115.1412
100.113,114.081,23.088,115.2007
101.448,113.8573,23.382,115.2596
102.783,114.8688,23.676,115.3179
104.118,116.3091,23.97,115.3756
105.452,116.2635,24.264,115.4328
106.787,116.4523,24.558,115.4894
108.122,116.8869,24.852,115.5454
109.457,117.2635,25.146,115.6008
110.792,117.3604,25.439,115.6557
112.127,117.6974,25.733,115.71
113.462,117.0304,26.027,115.7637
