Radius_[pixels],Normalized_Integrated_Intensity,X_Fit:_Gaussian,Fit:_Gaussian
1.335,104.2381,1.335,106.77
2.67,114.5953,1.629,106.8823
4.005,122.1,1.923,106.9942
5.339,128.2639,2.217,107.1056
6.674,119.5111,2.511,107.2166
8.009,122.8833,2.805,107.3271
9.344,122.1459,3.099,107.4371
10.679,118.9722,3.393,107.5467
12.014,114.1139,3.687,107.6559
13.348,119.7589,3.98,107.7645
14.683,119.4678,4.274,107.8727
16.018,119.8399,4.568,107.9805
17.353,118.7084,4.862,108.0877
18.688,116.7223,5.156,108.1945
20.023,113.6497,5.45,108.3008
21.357,114.2935,5.744,108.4067
22.692,114.8007,6.038,108.512
24.027,113.5372,6.332,108.6169
25.362,113.5525,6.626,108.7213
26.697,113.693,6.92,108.8252
28.032,114.8333,7.214,108.9286
29.367,113.1992,7.508,109.0316
30.701,114.7513,7.802,109.134
32.036,113.3603,8.096,109.236
33.371,110.163,8.39,109.3374
34.706,113.3662,8.684,109.4384
36.041,113.256,8.978,109.5389
37.376,110.406,9.272,109.6388
38.71,112.7269,9.566,109.7383
40.045,113.6046,9.86,109.8372
41.38,111.6548,10.154,109.9357
42.715,112.0842,10.448,110.0336
44.05,110.9211,10.742,110.1311
45.385,109.9539,11.035,110.228
46.719,110.8546,11.329,110.3244
48.054,108.4927,11.623,110.4203
49.389,109.8993,11.917,110.5157
50.724,108.9067,12.211,110.6105
52.059,107.6071,12.505,110.7049
53.394,109.5907,12.799,110.7987
54.729,111.2036,13.093,110.892
56.063,113.4262,13.387,110.9848
57.398,112.3923,13.681,111.077
58.733,112.1185,13.975,111.1687
60.068,109.8848,14.269,111.2599
61.403,109.498,14.563,111.3505
62.738,109.3638,14.857,111.4406
64.072,110.1048,15.151,111.5302
65.407,109.2253,15.445,111.6192
66.742,108.2885,15.739,111.7077
68.077,108.3246,16.033,111.7957
69.412,109.2218,16.327,111.8831
70.747,108.2157,16.621,111.97
72.081,113.1065,16.915,112.0563
73.416,112.9491,17.209,112.142
74.751,111.8087,17.503,112.2272
76.086,111.5762,17.797,112.3119
77.421,110.1571,18.091,112.396
78.756,108.4427,18.384,112.4796
80.09,111.4426,18.678,112.5626
81.425,110.7303,18.972,112.645
82.76,110.7548,19.266,112.7269
