Radius_[pixels],Normalized_Integrated_Intensity,X_Fit:_Gaussian,Fit:_Gaussian
,,84.231,116.7757
,,84.525,116.7128
,,84.819,116.6493
,,85.113,116.5853
,,85.407,116.5206
,,85.701,116.4554
,,85.995,116.3896
,,86.289,116.3231
,,86.583,116.2561
,,86.877,116.1886
,,87.171,116.1204
,,87.465,116.0516
,,87.759,115.9823
,,88.053,115.9124
,,88.347,115.8419
,,88.641,115.7708
,,88.935,115.6992
,,89.229,115.627
,,89.523,115.5542
,,89.817,115.4808
,,90.11,115.4069
,,90.404,115.3324
,,90.698,115.2573
,,90.992,115.1817
,,91.286,115.1055
,,91.58,115.0287
,,91.874,114.9514
,,92.168,114.8736
,,92.462,114.7951
,,92.756,114.7161
,,93.05,114.6366
,,93.344,114.5564
,,93.638,114.4758
,,93.932,114.3946
,,94.226,114.3128
,,94.52,114.2305
,,94.814,114.1476
,,95.108,114.0642
,,95.402,113.9802
,,95.696,113.8958
,,95.99,113.8107
,,96.284,113.7251
,,96.578,113.639
,,96.872,113.5524
,,97.166,113.4652
,,97.459,113.3775
,,97.753,113.2892
,,98.047,113.2004
,,98.341,113.1111
,,98.635,113.0213
,,98.929,112.9309
,,99.223,112.84
,,99.517,112.7486
,,99.811,112.6567
,,100.105,112.5642
,,100.399,112.4713
,,100.693,112.3778
,,100.987,112.2838
,,101.281,112.1893
,,101.575,112.0943
,,101.869,111.9987
,,102.163,111.9027
,,102.457,111.8061
,,102.751,111.7091
,,103.045,111.6115
,,103.339,111.5135
,,103.633,111.415
,,103.927,111.3159
,,104.221,111.2164
,,104.514,111.1163
,,104.808,111.0158
,,105.102,110.9148
,,105.396,110.8133
,,105.69,110.7113
,,105.984,110.6088
,,106.278,110.5059
,,106.572,110.4025
,,106.866,110.2985
,,107.16,110.1941
,,107.454,110.0893
,,107.748,109.9839
,,108.042,109.8781
,,108.336,109.7719
,,108.63,109.6651
,,108.924,109.5579
,,109.218,109.4502
,,109.512,109.3421
,,109.806,109.2335
,,110.1,109.1244
,,110.394,109.0149
,,110.688,108.9049
,,110.982,108.7945
,,111.276,108.6836
,,111.57,108.5723
,,111.863,108.4605
,,112.157,108.3483
,,112.451,108.2357
,,112.745,108.1226
,,113.039,108.009
,,113.333,107.8951
,,113.627,107.7806
,,113.921,107.6658
,,114.215,107.5505
,,114.509,107.4348
,,114.803,107.3187
,,115.097,107.2021
,,115.391,107.0852
,,115.685,106.9678
,,115.979,106.85
,,116.273,106.7317
,,116.567,106.6131
,,116.861,106.494
,,117.155,106.3745
,,117.449,106.2547
,,117.743,106.1344
,,118.037,106.0137
,,118.331,105.8926
,,118.625,105.7711
,,118.918,105.6492
,,119.212,105.5269
,,119.506,105.4042
,,119.8,105.2811
,,120.094,105.1576
,,120.388,105.0338
,,120.682,104.9095
,,120.976,104.7849
,,121.27,104.6599
,,121.564,104.5345
,,121.858,104.4088
,,122.152,104.2826
,,122.446,104.1561
,,122.74,104.0292
,,123.034,103.9019
,,123.328,103.7743
,,123.622,103.6463
,,123.916,103.518
,,124.21,103.3893
,,124.504,103.2602
,,124.798,103.1308
,,125.092,103.001
,,125.386,102.8709
,,125.68,102.7404
,,125.974,102.6095
,,126.267,102.4784
,,126.561,102.3468
,,126.855,102.215
,,127.149,102.0828
,,127.443,101.9502
,,127.737,101.8174
,,128.031,101.6842
,,128.325,101.5506
,,128.619,101.4168
,,128.913,101.2826
,,129.207,101.1481
,,129.501,101.0132
,,129.795,100.8781
,,130.089,100.7426
,,130.383,100.6068
,,130.677,100.4707
,,130.971,100.3343
,,131.265,100.1976
,,131.559,100.0606
,,131.853,99.9233
,,132.147,99.7856
,,132.441,99.6477
,,132.735,99.5095
,,133.029,99.371
,,133.322,99.2322
,,133.616,99.0931
,,133.91,98.9537
,,134.204,98.814
,,134.498,98.674
,,134.792,98.5338
,,135.086,98.3933
,,135.38,98.2525
,,135.674,98.1114
,,135.968,97.9701
,,136.262,97.8285
,,136.556,97.6866
,,136.85,97.5444
,,137.144,97.402
,,137.438,97.2593
,,137.732,97.1164
,,138.026,96.9732
,,138.32,96.8298
,,138.614,96.6861
,,138.908,96.5421
,,139.202,96.3979
,,139.496,96.2535
,,139.79,96.1088
,,140.084,95.9639
,,140.378,95.8187
,,140.671,95.6733
,,140.965,95.5277
,,141.259,95.3818
,,141.553,95.2357
,,141.847,95.0894
,,142.141,94.9429
,,142.435,94.7961
,,142.729,94.6491
,,143.023,94.5019
,,143.317,94.3545
,,143.611,94.2068
,,143.905,94.059
,,144.199,93.9109
,,144.493,93.7627
,,144.787,93.6142
,,145.081,93.4655
,,145.375,93.3166
,,145.669,93.1676
,,145.963,93.0183
,,146.257,92.8688
,,146.551,92.7192
,,146.845,92.5693
,,147.139,92.4193
,,147.433,92.2691
,,147.726,92.1187
,,148.02,91.9681
,,148.314,91.8174
,,148.608,91.6664
,,148.902,91.5153
,,149.196,91.3641
,,149.49,91.2126
,,149.784,91.061
,,150.078,90.9092
,,150.372,90.7573
,,150.666,90.6052
,,150.96,90.4529
,,151.254,90.3005
,,151.548,90.148
,,151.842,89.9952
,,152.136,89.8424
,,152.43,89.6894
,,152.724,89.5362
,,153.018,89.3829
,,153.312,89.2295
