Wavelength,Intensity
724.414,3802.75
724.732,3711.62
725.05,3811.25
725.368,3736.38
725.686,3864.88
726.004,3714.5
726.322,3770.75
726.64,3709.88
726.958,3761.62
727.276,3738
727.593,3789.5
727.911,3726.62
728.229,3774.12
728.546,3730.5
728.864,3794.75
729.181,3735
729.498,3780.88
729.816,3707.25
730.133,3807.12
730.45,3709.88
730.767,3772.5
731.084,3701.38
731.402,3763.12
731.719,3710.88
732.035,3783
732.352,3705.75
732.669,3756.25
732.986,3703
733.303,3777.62
733.619,3705
733.936,3772.88
734.252,3682.75
734.569,3788.75
734.885,3732.25
735.202,3766.62
735.518,3726
735.834,3789.25
736.151,3727.12
736.467,3792
736.783,3706.12
737.099,3780.88
737.415,3758.38
737.731,3762.62
738.047,3758.88
738.363,3750.38
738.678,3738.88
738.994,3805.5
739.31,3714.62
739.626,3782.88
739.941,3745.25
740.257,3814
740.572,3721.62
740.887,3784.75
741.203,3711.75
741.518,3791
741.833,3735
742.149,3779.5
742.464,3709.38
742.779,3794.75
743.094,3705.62
743.409,3811.75
743.724,3732
744.039,3791.12
744.353,3709.5
744.668,3784.62
744.983,3706.62
745.297,3785.62
745.612,3719.12
745.927,3787.25
746.241,3736.12
746.555,3784
746.87,3611.25
747.184,3782.5
747.498,3723.75
747.813,3785
748.127,3743.38
748.441,3786.62
748.755,3746.25
749.069,3781.5
749.383,3728.12
749.697,3817.5
750.011,3731.88
750.324,3775.62
750.638,3744.38
750.952,3794.88
751.265,3752.5
751.579,3779.88
751.892,3713.25
752.206,3833
752.519,3733.38
752.832,3783.5
753.146,3720
753.459,3791
753.772,3707.62
754.085,3776.62
754.398,3732.38
754.711,3794.88
755.024,3695.12
755.337,3780.75
755.65,3701.25
755.963,3802.12
756.275,3713.12
756.588,3787.88
756.901,3724.75
757.213,3787.88
757.526,3724.75
757.838,3818.5
758.15,3735
758.463,3798.88
758.775,3738.12
759.087,3806.5
759.399,3752.88
759.712,3773.25
760.024,3723.75
760.336,3784.5
760.648,3724.38
760.959,3788.88
761.271,3720
761.583,3780.38
761.895,3703
762.206,3795.12
762.518,3733.75
762.83,3785.12
763.141,3713.12
763.453,3778.5
763.764,3711.38
764.075,3803.25
764.387,3737.75
764.698,3776.38
765.009,3755.38
765.32,3783.38
765.631,3752.62
765.942,3810.62
766.253,3745.12
766.564,3796.88
766.875,3751.88
767.186,3799.5
767.496,3696.62
767.807,3812.5
768.118,3710.62
768.428,3771.75
768.739,3731.75
769.049,3797.38
769.359,3785.38
769.67,3792.62
769.98,3735.62
770.29,3792.5
770.6,3726.88
770.91,3803.12
771.221,3728.62
771.531,3804.38
771.84,3715.25
772.15,3797.88
772.46,3753.12
772.77,3795.88
773.08,3723.88
773.389,3790
773.699,3720.62
774.009,3813
774.318,3746.62
774.627,3800.75
774.937,3722.62
775.246,3785.38
775.555,3742.5
775.865,3769
776.174,3717.5
776.483,3793.12
776.792,3750.38
777.101,3786.75
777.41,3707.38
777.719,3793.25
778.028,3722.12
778.336,3780.88
778.645,3729.5
778.954,3792.75
779.262,3730.62
779.571,3779.75
779.879,3719.75
780.188,3791
780.496,3705.62
780.804,3779.25
781.113,3724.38
781.421,3799
781.729,3702.5
782.037,3806.88
782.345,3706.75
782.653,3796.38
782.961,3719
783.269,3788.25
783.577,3722.38
783.885,3785.25
784.192,3739.25
784.5,3770.25
784.808,3719.38
785.115,3785
785.423,3712.75
785.73,3799.5
786.037,3728.88
786.345,3781.88
786.652,3722.75
786.959,3784.75
787.266,3704.62
787.573,3847
787.88,3690
788.187,3784.5
788.494,3745.62
788.801,3793.12
789.108,3722.75
789.415,3817.62
789.721,3725.25
790.028,3814.25
790.334,3704.12
790.641,3775
790.947,3738.75
791.254,3779.88
791.56,3719.62
791.867,3792.12
792.173,3738.75
792.479,3792.5
792.785,3721
793.091,3804.38
793.397,3711.12
793.703,3792.62
794.009,3722.75
794.315,3793
794.621,3693.88
794.926,3765.12
795.232,3735
795.538,3800.12
795.843,3711
796.149,3779.5
796.454,3713.25
796.759,3782
797.065,3735.62
797.37,3781.88
797.675,3698.5
797.98,3774.75
798.286,3737.12
798.591,3789.38
798.896,3706
799.201,3769.38
799.505,3741.5
799.81,3794.88
800.115,3709.88
800.42,3792.62
800.724,3716.38
801.029,3786.5
801.333,3720
801.638,3786.75
801.942,3736
802.247,3791.62
802.551,3732.25
802.855,3788.38
803.159,3708.25
803.464,3795.88
803.768,3732.75
804.072,3779.75
804.376,3739
804.68,3787.38
804.983,3743.5
805.287,3779.25
805.591,3690.62
805.895,3776.12
806.198,3728.5
806.502,3792.12
806.805,3728.12
807.109,3783.12
807.412,3755.25
807.716,3816
808.019,3745.12
808.322,3799.5
808.625,3724.38
808.928,3802
809.231,3703.5
809.534,3805
809.837,3713.38
810.14,3781.75
810.443,3724.75
810.746,3813.5
811.048,3749.12
811.351,3804.38
811.654,3727.12
811.956,3795.75
812.259,3724.38
812.561,3808
812.863,3724.38
813.166,3803.25
813.468,3711.88
813.77,3779.88
814.072,3747.88
814.374,3792.12
814.676,3726.5
814.978,3802.75
815.28,3728
815.582,3792.5
815.884,3727.5
816.186,3803.75
816.487,3731.25
816.789,3809.25
817.091,3737.12
817.392,3790.12
817.694,3779.75
817.995,3802.62
818.296,3723.38
818.598,3784
818.899,3805.38
819.2,3796.75
819.501,3719.62
819.802,3778.75
820.103,3728.12
820.404,3787.12
820.705,3730.75
821.006,3805.38
821.306,3734.5
821.607,3789.5
821.908,3749.38
822.208,3992.62
822.509,3709.38
822.809,3788.75
823.11,3734.5
823.41,3783.12
823.71,3710.88
824.011,3784.62
824.311,3717.5
824.611,3778.75
824.911,3722.12
825.211,3785
825.511,3709.25
825.811,3755.75
826.111,3709.25
826.41,3791.5
826.71,3702.88
827.01,3807.62
827.309,3740.75
827.609,3802.12
827.908,3807.12
828.208,3796.88
828.507,3735.5
828.806,3773
829.106,3761
829.405,3794.75
829.704,3714.5
830.003,3785.88
830.302,3749.38
830.601,3797
830.9,3725.38
831.199,3819.88
831.498,3766
831.796,3782.38
832.095,3733.88
832.394,3808.5
832.692,3716.62
832.991,3789.38
833.289,3745.62
833.588,3805.38
833.886,3747.25
834.184,3807.62
834.482,3732.88
834.781,3817
835.079,3730.75
835.377,3812.88
835.675,3720.5
835.973,3811.88
836.27,3737.75
836.568,3815.38
836.866,3761.75
837.164,3813.25
837.461,3748
837.759,3819.12
838.056,3729
838.354,3791.62
838.651,3735.5
838.949,3808.12
839.246,3744.12
839.543,3811.88
839.84,3759.5
840.137,3791.5
840.434,3735.62
840.731,3840.62
841.028,3737.38
841.325,3788.25
841.622,3720.5
841.919,3785.88
842.215,3737.12
842.512,3799.62
842.809,3713.62
843.105,3793.62
843.402,3714.88
843.698,3819.12
843.994,3737.12
844.291,3784.12
844.587,3729.75
844.883,3843.75
845.179,3752.5
845.475,3820
845.771,3735.12
846.067,3781.5
846.363,3760
846.659,3828.88
846.954,3737.5
847.25,3804.38
847.546,3738.75
847.841,3831.5
848.137,3750
848.432,3813.25
848.728,3738.75
849.023,3810.38
849.318,3754.25
849.614,3809.12
849.909,3761.38
850.204,3823.5
850.499,3719.5
850.794,3792.5
851.089,3719
851.384,3826.12
851.679,3738.62
851.973,3829.38
852.268,3728.5
852.563,3808.5
852.857,3734.5
853.152,3820.75
853.446,3731.25
853.741,3813.75
854.035,3748.75
854.329,3823.5
854.624,3745.62
854.918,3794.12
855.212,3747.25
855.506,3805.88
855.8,3757
856.094,3813.38
856.388,3738.25
856.682,3813.88
856.975,3750.38
857.269,3842.25
857.563,3734.88
857.856,3818.12
858.15,3770
858.443,3800.12
858.737,3770.25
859.03,3817.12
859.323,3740.88
859.616,3830.5
859.91,3738.25
860.203,3826.62
860.496,3718.12
860.789,3844.25
861.082,3738.62
861.375,3867.12
861.667,3772.25
861.96,3830.5
862.253,3738.62
862.545,3794.88
862.838,3768.5
863.131,3846.25
863.423,3735.12
863.715,3918.5
864.008,3751.88
864.3,3836.25
864.592,3740.88
864.884,3806.5
865.176,3781.38
865.469,3848
865.761,3753
866.052,3843.88
866.344,3740.88
866.636,3841.25
866.928,3742.75
867.22,3828.12
867.511,3747.75
867.803,3878.5
868.094,3767.5
868.386,3821.88
868.677,3748.25
868.968,3821.88
869.26,3747.38
869.551,3860.25
869.842,3760
870.133,3815
870.424,3753.12
870.715,3848.12
871.006,3730.38
871.297,3833.5
871.588,3749.75
871.878,3829.88
872.169,3790.62
872.46,3843.62
872.75,3752
873.041,3826.25
873.331,3753.12
873.622,3854.5
873.912,3819.25
874.202,3835.12
874.492,3769.62
874.782,3818.12
875.073,3756.62
875.363,3826.75
875.653,3739.75
875.942,3852.75
876.232,3744.12
876.522,3819.25
876.812,3748.38
877.101,3848.12
877.391,3736.12
877.681,3837.38
877.97,3751.38
878.259,3842.25
878.549,3741.88
878.838,3852.12
879.127,3712.75
879.417,3861.38
879.706,3760.5
879.995,3826
880.284,3736.12
880.573,3837.75
880.862,3741.88
881.15,3843.38
881.439,3764.62
881.728,3838
882.016,3746.62
882.305,3841.12
882.594,3726.62
882.882,3864.75
883.17,3748.88
883.459,3826.12
883.747,3780.12
884.035,3835.75
884.323,3736.62
884.612,3863.5
884.9,3749.38
885.188,3854.38
885.475,3785.12
885.763,3866.25
886.051,3748.25
886.339,3841.25
886.627,3770.12
886.914,3858.12
887.202,3765.25
887.489,3861.5
